"LoanID","Age","Income","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","DTIRatio","Education","EmploymentType","MaritalStatus","HasMortgage","HasDependents","LoanPurpose","HasCoSigner","Default"
"1JDW46ND9Z",58,59757,6513,319,59,2,13.31,48,0.18,"High School","Self-employed","Divorced","No","No","Auto","No",0
"BQF32VTWD0",51,64384,230447,504,70,3,4.24,24,0.23,"Master's","Self-employed","Married","Yes","Yes","Auto","No",0
"PG3EK37Q7G",37,111400,157791,739,94,3,20.46,60,0.63,"High School","Self-employed","Divorced","No","Yes","Other","No",0
"01HREETD77",55,34422,16310,319,33,1,5.75,48,0.75,"High School","Full-time","Married","No","Yes","Auto","No",0
"AP12Q53XJO",44,43861,18254,499,8,2,24.8,60,0.35,"Master's","Part-time","Married","Yes","No","Home","No",0
"V721P6B4E6",39,144645,213289,604,48,2,24.59,12,0.42,"High School","Unemployed","Divorced","No","Yes","Other","Yes",0
"QT7U4CJ8NM",58,64958,231462,780,16,3,9.17,60,0.12,"High School","Unemployed","Divorced","Yes","Yes","Home","Yes",0
"SL15HCDOBU",53,65259,8585,387,23,4,3.32,48,0.44,"Bachelor's","Unemployed","Married","Yes","No","Other","Yes",0
"HUOWT2ULAM",60,129083,175594,752,56,1,3.76,48,0.3,"Bachelor's","Self-employed","Single","Yes","Yes","Education","No",0
"B9VS7BFVUR",68,142963,53645,651,28,4,15.28,12,0.79,"Bachelor's","Unemployed","Single","Yes","Yes","Auto","No",0
"4OEINO6XQS",48,31165,226581,498,98,1,17.54,36,0.88,"Bachelor's","Full-time","Married","No","No","Education","No",0
"V4XKLYNDTE",63,124505,215984,331,77,3,21.26,36,0.38,"Bachelor's","Self-employed","Married","Yes","Yes","Education","No",0
"P44YNY3SQW",31,41003,67358,750,54,1,12.11,48,0.12,"Bachelor's","Self-employed","Single","No","No","Home","No",0
"YPCGCNNSOY",30,128946,30920,399,107,1,2.35,60,0.26,"PhD","Unemployed","Single","Yes","Yes","Education","Yes",0
"A7SPCHSQ3M",61,111333,14005,778,118,4,14.07,60,0.35,"Master's","Full-time","Single","No","No","Other","Yes",0
"UFV55MOS3D",39,26689,105871,562,40,2,12.16,12,0.8,"PhD","Unemployed","Divorced","No","Yes","Other","No",0
"TGN272XRMP",62,32676,135813,717,89,2,12.04,60,0.57,"High School","Self-employed","Married","No","No","Education","No",0
"DDEJ6GW1P1",50,120408,87712,696,81,3,13.01,24,0.85,"Master's","Self-employed","Married","Yes","No","Other","Yes",0
"7MYZU1XIOJ",63,45214,19490,833,99,3,9.89,60,0.52,"PhD","Self-employed","Married","Yes","No","Home","Yes",0
"G5MG5OU0L5",47,114589,188311,710,76,4,22.38,12,0.89,"Bachelor's","Full-time","Single","Yes","No","Other","No",0
"P7X13ZKG33",33,29851,63036,783,105,2,14.71,60,0.73,"Bachelor's","Unemployed","Married","No","Yes","Home","No",0
"FIT9X8M66E",58,80571,10194,307,15,2,4.6,36,0.89,"Master's","Full-time","Married","Yes","Yes","Business","Yes",0
"DD4IWGOOXT",36,131959,172747,766,74,2,23.57,12,0.76,"High School","Full-time","Divorced","No","No","Auto","Yes",0
"F0T0VGAGPU",61,56341,237771,843,88,4,20.09,60,0.24,"Bachelor's","Full-time","Married","Yes","No","Other","No",0
"LT05CFCEPZ",47,100940,187295,535,70,4,14.74,12,0.13,"Master's","Full-time","Divorced","No","No","Education","No",0
"SW350QTGV4",53,17801,116511,343,104,3,2.05,24,0.15,"Bachelor's","Unemployed","Single","Yes","Yes","Auto","No",0
"RSWQUK11N6",28,112262,193049,388,93,1,17.45,24,0.69,"Master's","Part-time","Married","Yes","No","Business","No",0
"JCCNZ3V9IS",37,18623,175522,709,72,1,4.5,12,0.41,"PhD","Unemployed","Single","Yes","No","Education","No",0
"2MJTKV4PBK",56,137767,36910,689,78,1,2.61,48,0.6,"Bachelor's","Unemployed","Single","No","Yes","Other","Yes",0
"11X5G0PIH2",63,114415,141393,763,16,3,9.03,24,0.53,"High School","Part-time","Divorced","No","No","Auto","Yes",0
"OM03C0JELL",54,71210,142403,501,21,1,10.96,36,0.29,"Master's","Unemployed","Single","Yes","Yes","Other","Yes",0
"HGLY2ZM53U",40,135468,186643,671,58,1,18.7,12,0.68,"Master's","Unemployed","Married","Yes","Yes","Education","No",0
"WDJLV4S2EZ",35,69771,123121,524,11,4,22.07,36,0.74,"PhD","Unemployed","Married","No","No","Education","No",0
"Y3A7W3XTGN",20,123346,214089,499,118,3,2.09,60,0.17,"Bachelor's","Self-employed","Single","No","Yes","Home","Yes",0
"1T7UTA81H7",32,24646,177495,305,65,3,16.17,24,0.12,"PhD","Self-employed","Single","Yes","Yes","Auto","Yes",0
"8D5UR8QRDA",56,99669,245628,802,19,2,15.88,24,0.36,"High School","Self-employed","Married","Yes","No","Education","No",0
"5MP1BIY0K8",26,18177,73333,631,56,2,2.99,60,0.87,"PhD","Self-employed","Single","No","No","Business","No",0
"DSW3WJLS1H",66,103205,148137,836,44,4,24.47,60,0.1,"PhD","Part-time","Divorced","Yes","Yes","Auto","No",0
"H7JVSGYBSA",25,98913,208131,363,10,2,7.48,36,0.43,"Bachelor's","Self-employed","Single","No","Yes","Other","Yes",0
"2O23VFBDKG",40,44133,241208,832,12,2,7.39,36,0.72,"PhD","Unemployed","Divorced","Yes","No","Education","Yes",0
"91I4QYBROI",47,21865,8105,821,41,4,7.23,12,0.2,"Master's","Part-time","Married","Yes","Yes","Business","Yes",0
"MBLXAWOQJT",37,17870,143098,709,99,4,22.24,24,0.26,"Bachelor's","Full-time","Married","Yes","No","Business","Yes",0
"2Y3UVC50TB",55,33204,38400,559,94,3,4.35,24,0.18,"Master's","Unemployed","Divorced","No","Yes","Home","No",0
"H3OQ77MLKB",49,61485,118733,339,89,2,23.56,36,0.22,"Bachelor's","Full-time","Married","No","Yes","Business","Yes",0
"1NXVY730SO",68,148884,44584,748,91,1,23.91,36,0.12,"Bachelor's","Part-time","Divorced","Yes","Yes","Other","Yes",0
"QWZR3XZLJS",37,63586,183528,579,63,3,5.45,24,0.16,"Master's","Unemployed","Married","Yes","Yes","Home","Yes",0
"026YQCTAJY",60,59941,235377,599,59,3,17.38,24,0.65,"High School","Self-employed","Married","Yes","No","Education","No",0
"Q3IMQ9JXGY",24,97194,51213,349,101,3,23.46,24,0.27,"Bachelor's","Unemployed","Single","Yes","Yes","Business","No",0
"RQMVS5XT5U",23,84792,127286,846,18,3,2.83,24,0.5,"High School","Unemployed","Divorced","Yes","No","Home","No",0
"PJD24IIAN2",36,142182,245881,448,105,1,13.39,48,0.42,"High School","Full-time","Divorced","No","No","Education","Yes",0
"9AS3W4M0G9",48,130032,15912,519,43,3,7.65,36,0.11,"PhD","Self-employed","Divorced","Yes","Yes","Auto","Yes",0
"6F8XYHV9E7",30,82254,170460,364,71,3,14.29,12,0.36,"Master's","Unemployed","Divorced","Yes","Yes","Auto","Yes",0
"7JZSELQO2W",69,132930,144835,300,35,1,11.06,48,0.34,"Bachelor's","Self-employed","Married","Yes","No","Other","Yes",0
"KW6QX7BW15",21,119616,185766,439,47,1,10.08,24,0.49,"PhD","Full-time","Single","No","No","Home","No",0
"BRIR9DNRT0",49,75811,196167,362,18,1,21.49,60,0.8,"Master's","Part-time","Single","No","Yes","Home","Yes",0
"ASNRG5TKJI",40,35966,7958,509,98,4,20.67,12,0.89,"Master's","Part-time","Married","Yes","Yes","Business","Yes",0
"CPK7LEU80Q",38,46828,35720,315,3,2,8.47,60,0.22,"PhD","Full-time","Married","Yes","No","Education","Yes",0
"233JI90LGT",28,133185,66934,496,4,2,17.58,60,0.69,"Master's","Part-time","Married","Yes","Yes","Home","Yes",0
"E7J98M6KCY",56,132694,151236,766,71,1,20.2,48,0.35,"Master's","Self-employed","Divorced","No","Yes","Education","No",0
"48L7WH0CL0",38,145856,207937,686,113,4,12.72,48,0.68,"Bachelor's","Unemployed","Divorced","No","No","Home","No",0
"GWY5NKSO14",29,68770,95468,547,18,3,6.16,36,0.37,"Bachelor's","Part-time","Divorced","No","No","Business","Yes",0
"1ILI5K9AZF",51,90469,20576,571,26,3,3.94,60,0.71,"PhD","Part-time","Married","No","Yes","Education","Yes",0
"QQVJLIK3W2",40,137128,137992,722,2,3,11.16,36,0.43,"Master's","Unemployed","Single","Yes","Yes","Auto","Yes",0
"ZJXNTGU1P0",60,72336,102929,682,105,4,5.91,36,0.28,"Bachelor's","Self-employed","Divorced","No","No","Other","Yes",0
"27GYPLUYVR",37,143929,45395,622,35,2,4.9,48,0.71,"PhD","Part-time","Married","No","Yes","Auto","No",0
"NCT2FR45HS",21,30249,38951,647,80,3,17.86,36,0.83,"Master's","Part-time","Married","No","No","Auto","No",0
"2L4BW1CKG3",34,69907,126459,651,67,1,16.5,48,0.82,"Master's","Self-employed","Single","Yes","No","Other","Yes",0
"2IB0SEFO4B",50,103829,239968,692,8,4,10.69,24,0.74,"Bachelor's","Unemployed","Divorced","No","Yes","Auto","Yes",0
"CHC88C8WGE",47,111776,93195,326,12,2,12.45,48,0.12,"Master's","Part-time","Married","No","No","Business","Yes",0
"DOLYR6S6RJ",52,58296,20163,761,78,3,22.12,24,0.84,"Bachelor's","Unemployed","Divorced","No","No","Business","Yes",0
"N07740RTJ9",32,115540,227946,630,98,2,21.92,12,0.32,"PhD","Part-time","Married","No","Yes","Education","Yes",0
"GSXZEOU4RO",65,77097,76290,346,80,1,23.38,24,0.14,"High School","Full-time","Married","No","Yes","Business","Yes",0
"DZJ4M9DTE2",62,21082,60049,626,15,2,16.31,24,0.13,"High School","Unemployed","Divorced","Yes","No","Education","No",0
"AERACNHTLS",55,17910,147800,575,52,4,17.78,60,0.28,"PhD","Unemployed","Single","No","No","Other","Yes",0
"I92TSKR64H",46,146313,215531,354,32,1,3.47,12,0.62,"PhD","Self-employed","Married","No","No","Other","No",0
"WK2KODBT5K",49,49280,18273,636,118,2,20.65,60,0.45,"PhD","Part-time","Divorced","No","No","Auto","Yes",0
"L23N7CIEJO",46,120553,67313,746,47,1,24.9,48,0.49,"High School","Full-time","Married","Yes","No","Other","No",0
"GW0JMGQUG2",50,114064,150886,756,13,2,12.89,36,0.25,"Master's","Part-time","Single","Yes","No","Home","No",0
"IXXKJD5T7J",20,27677,10054,576,28,1,16.41,36,0.85,"PhD","Full-time","Single","Yes","Yes","Business","No",0
"YREV2SXH35",19,21030,173940,755,53,2,7.22,60,0.34,"High School","Unemployed","Single","No","Yes","Auto","Yes",0
"GPN6QD8VVT",58,20288,142205,602,5,4,23.88,24,0.17,"Master's","Unemployed","Married","No","No","Business","Yes",0
"UKZ525EX66",68,114930,194757,403,30,3,23.22,12,0.55,"Bachelor's","Self-employed","Divorced","Yes","Yes","Education","Yes",0
"3K9BX8PGVU",62,57967,27406,781,0,1,21.42,24,0.36,"PhD","Unemployed","Married","Yes","No","Business","No",0
"AUMLQ6L4Q5",40,85157,53830,548,14,2,13.88,48,0.17,"High School","Self-employed","Married","Yes","Yes","Other","No",0
"US4KNGZ7UO",34,55195,202102,391,62,1,15.33,36,0.43,"Bachelor's","Part-time","Single","No","Yes","Education","No",0
"Q8QY5V10M3",61,115366,151885,818,1,3,22.55,60,0.34,"Master's","Full-time","Married","No","No","Auto","No",0
"3LFMH2HKCD",19,124280,106142,748,111,2,3.73,48,0.86,"Bachelor's","Unemployed","Single","No","Yes","Auto","No",0
"JC390N1BZB",48,101154,73543,393,88,1,16.22,48,0.59,"PhD","Part-time","Single","No","No","Education","Yes",0
"DZ73GW6NG5",26,51554,207065,828,22,3,9.93,12,0.57,"Master's","Self-employed","Married","Yes","No","Other","No",0
"YGQF765XHQ",56,114381,17346,750,81,2,2.76,24,0.38,"Bachelor's","Full-time","Single","Yes","Yes","Education","Yes",0
"XWDSAU36V1",35,68539,160148,810,75,1,12.87,24,0.85,"PhD","Unemployed","Single","No","Yes","Auto","Yes",0
"MLZRQIVQN2",66,33428,101109,662,96,4,4.3,36,0.63,"High School","Full-time","Divorced","Yes","Yes","Auto","Yes",0
"K4JLHM04O6",25,132639,247811,670,113,2,14.57,24,0.68,"Bachelor's","Unemployed","Single","No","Yes","Business","No",0
"O18J9E8HG0",52,120838,211039,441,13,3,4.4,12,0.3,"Bachelor's","Part-time","Married","Yes","No","Business","No",0
"0ISLTRL2ZK",31,67626,174432,597,95,3,9.06,36,0.62,"Bachelor's","Self-employed","Married","Yes","No","Auto","No",0
"HBM17EKPPM",20,117501,43313,517,47,1,11.7,48,0.21,"Bachelor's","Full-time","Married","Yes","No","Business","Yes",0
"LTJSHNZLAU",55,135622,210749,476,62,3,14.89,36,0.7,"Master's","Full-time","Divorced","No","Yes","Education","Yes",0
"4MH2FIXMCO",67,78200,59902,745,74,3,2.27,60,0.68,"Bachelor's","Self-employed","Divorced","No","No","Education","No",0
"E79SI3V6WJ",62,86027,196934,774,17,2,6.73,24,0.59,"Master's","Self-employed","Single","Yes","No","Auto","No",0
"SA0HFC2NDE",53,133209,226144,340,116,4,13.95,36,0.24,"High School","Unemployed","Married","Yes","No","Business","No",0
"G697P8AHEX",56,32075,194391,511,106,3,11.27,12,0.56,"Master's","Self-employed","Divorced","Yes","Yes","Education","Yes",0
"I3TANEPBMB",65,15773,94473,300,83,3,6.7,12,0.74,"Bachelor's","Unemployed","Married","Yes","No","Business","Yes",0
"HR881S6XT6",47,24045,138265,475,69,4,2.12,48,0.6,"Master's","Part-time","Single","No","Yes","Business","Yes",0
"RDUX03TOVA",59,110439,167666,607,76,4,18.62,36,0.38,"Master's","Self-employed","Married","Yes","Yes","Education","No",0
"NDSGJMVYR6",48,130682,242520,702,109,4,2.12,60,0.5,"PhD","Full-time","Married","No","No","Auto","No",0
"8WGA4U0YDX",44,108308,189648,538,94,2,13.98,48,0.24,"Bachelor's","Part-time","Married","Yes","Yes","Home","No",0
"CJCM8VISW1",69,62463,207954,580,99,3,23.75,60,0.27,"PhD","Unemployed","Single","Yes","Yes","Other","No",0
"RE7G99EUTH",54,22758,18690,322,58,3,3.44,48,0.34,"High School","Part-time","Single","No","Yes","Business","No",0
"PPFEB7MYDV",37,37759,58359,418,104,3,12.11,60,0.32,"Bachelor's","Part-time","Single","No","Yes","Other","No",0
"QUKKURL2A0",32,108525,133751,694,93,3,4.03,12,0.9,"Bachelor's","Part-time","Married","Yes","No","Business","Yes",0
"LGOW33S7GD",55,135726,168085,370,68,4,10.28,24,0.49,"High School","Part-time","Married","No","Yes","Other","Yes",0
"2GJ73N8L1P",69,33941,65506,652,47,3,5.37,36,0.52,"Bachelor's","Unemployed","Married","Yes","Yes","Auto","No",0
"19OQ0LDC5A",54,139097,115393,391,87,1,13.5,12,0.36,"Bachelor's","Part-time","Single","Yes","No","Home","Yes",0
"R0QLOXH5H8",18,118019,187696,698,69,1,12.8,12,0.39,"Master's","Self-employed","Single","No","No","Auto","No",0
"2WEE7XZKOG",53,39332,234846,411,51,4,5.53,24,0.78,"PhD","Full-time","Single","Yes","Yes","Other","Yes",0
"JK1ZQBQJBS",53,97781,192533,322,107,2,13.21,36,0.58,"Master's","Unemployed","Divorced","Yes","Yes","Home","No",0
"6MIAZQVJ2D",51,112402,76783,644,62,3,17.57,12,0.71,"High School","Full-time","Single","No","Yes","Home","Yes",0
"NKC87GERU9",40,83327,184370,762,45,1,8.54,12,0.89,"High School","Part-time","Single","No","No","Home","Yes",0
"6B1MRGGH7J",32,104245,31448,714,101,3,3.2,48,0.87,"High School","Unemployed","Divorced","No","Yes","Home","No",0
"R1V1OCPABO",29,98336,168203,442,27,4,11.93,36,0.67,"PhD","Unemployed","Married","No","No","Other","No",0
"495AI8KHYU",33,87391,116717,788,3,2,9.6,36,0.83,"PhD","Unemployed","Divorced","Yes","Yes","Education","No",0
"WHNQBAFBKQ",40,29831,44139,730,10,3,14.56,12,0.15,"Master's","Unemployed","Married","No","Yes","Other","Yes",0
"Y31QPQKNNR",59,144962,25512,646,87,1,9.48,24,0.45,"High School","Full-time","Divorced","No","Yes","Home","No",0
"URDW8INOAY",25,124870,192038,434,78,2,2.88,48,0.34,"High School","Self-employed","Married","Yes","No","Business","Yes",0
"5WCHLMA50B",61,130406,155472,568,97,1,15.01,36,0.71,"Bachelor's","Unemployed","Single","Yes","No","Home","Yes",0
"35MQJS61W6",47,97155,32207,339,16,1,21.89,60,0.51,"Master's","Full-time","Married","Yes","No","Home","Yes",0
"JQTTXB4JDA",53,40334,39956,681,98,1,12.11,36,0.8,"Master's","Self-employed","Single","No","No","Other","No",0
"L92LM51QG1",28,112264,61987,645,67,1,4.28,36,0.75,"High School","Part-time","Married","No","No","Other","Yes",0
"SD5704ZA33",28,112711,245669,672,92,2,18.96,12,0.18,"High School","Part-time","Divorced","No","No","Education","No",0
"N48E8MBC9W",26,145493,121292,804,32,4,12.46,24,0.2,"Master's","Full-time","Married","Yes","Yes","Auto","No",0
"XSGQ7E2XQ4",69,80895,43141,843,53,1,18.1,48,0.67,"High School","Self-employed","Single","Yes","No","Auto","Yes",0
"K8HXRVC73Q",58,148005,21148,537,44,3,15.17,60,0.47,"PhD","Part-time","Divorced","Yes","No","Education","No",0
"6CJY460QLL",58,124581,228776,559,13,2,10.15,24,0.38,"Master's","Part-time","Divorced","No","Yes","Auto","No",0
"AK3DHO5UFT",63,88845,145143,558,56,1,22.26,24,0.33,"PhD","Full-time","Single","Yes","Yes","Education","Yes",0
"MY1EG7YMSE",49,126839,161329,670,116,1,4.86,36,0.32,"Master's","Self-employed","Single","Yes","Yes","Education","Yes",0
"U6V6K1A7YM",32,55606,141583,341,4,3,3.97,48,0.6,"Master's","Full-time","Married","Yes","Yes","Education","Yes",0
"OBPIMTTFKZ",44,120108,231754,708,26,4,13.7,24,0.33,"Bachelor's","Self-employed","Single","Yes","Yes","Auto","No",0
"NV2RVXSO7O",67,51498,134569,598,64,3,23.25,12,0.74,"Master's","Full-time","Married","No","No","Home","No",0
"EKMPUAXEQK",56,82688,241078,517,56,2,19.27,12,0.87,"Bachelor's","Part-time","Single","Yes","No","Business","No",0
"4ZD9SPPWO4",45,111741,17176,716,7,3,10.18,60,0.47,"PhD","Unemployed","Divorced","Yes","No","Education","Yes",0
"HNSYSMVI7H",45,45889,241226,566,20,4,14.84,60,0.37,"Master's","Full-time","Single","Yes","Yes","Home","No",0
"U2NDHJZSCF",66,53463,9497,685,106,4,5.79,60,0.7,"PhD","Self-employed","Single","No","No","Business","No",0
"5OCX9SMMXD",69,131932,209322,667,118,1,22.05,12,0.65,"Master's","Self-employed","Divorced","Yes","No","Business","Yes",0
"PSKLUHKF8Y",52,140028,224612,380,60,3,24.79,60,0.62,"PhD","Unemployed","Single","No","Yes","Other","Yes",0
"G92DVSFLP6",48,79533,47614,482,24,2,3.75,24,0.76,"PhD","Part-time","Single","No","No","Other","Yes",0
"3CCJLIG42E",65,17148,141214,658,98,1,3.89,60,0.22,"Master's","Part-time","Divorced","Yes","Yes","Auto","No",0
"P1G43CTQTU",49,138240,73463,667,16,4,17.4,12,0.65,"PhD","Unemployed","Divorced","Yes","No","Other","Yes",0
"9CXU34C5RN",63,94857,34314,328,26,3,14.19,60,0.77,"Master's","Full-time","Single","Yes","Yes","Home","No",0
"M3CUWN9VZP",22,143133,186103,377,87,1,8.33,48,0.67,"High School","Part-time","Divorced","No","Yes","Education","No",0
"18B35EW2XL",54,118412,223002,540,17,4,20.77,24,0.34,"Master's","Part-time","Divorced","No","Yes","Other","No",0
"E97JBQPM4O",42,61783,32478,499,54,1,8.76,60,0.33,"PhD","Unemployed","Married","No","No","Education","Yes",0
"L7R6RDHH7B",20,104409,244082,576,93,1,6.06,12,0.77,"High School","Unemployed","Divorced","No","No","Business","Yes",0
"7I1YEQIY5I",23,101722,160993,498,25,3,13.69,24,0.12,"Bachelor's","Self-employed","Single","Yes","No","Home","Yes",0
"B4BS1LFD8T",26,68869,72616,505,72,3,13.82,48,0.26,"High School","Self-employed","Single","Yes","Yes","Education","Yes",0
"ZLQG73HRKB",67,55704,183256,517,42,3,11.52,12,0.69,"Master's","Self-employed","Married","Yes","Yes","Home","No",0
"NGTFL2P6HA",63,86661,185508,520,12,2,15.76,48,0.79,"PhD","Part-time","Married","Yes","Yes","Other","Yes",0
"CUWIPRPH08",23,63315,33871,840,107,1,7.22,48,0.26,"PhD","Full-time","Married","No","No","Auto","No",0
"2Z3A960HRS",22,100370,112659,582,45,4,16.97,24,0.22,"Master's","Unemployed","Married","No","Yes","Education","Yes",0
"7KI5833DZX",23,55928,139666,705,56,3,24.16,60,0.79,"High School","Unemployed","Divorced","Yes","Yes","Education","No",0
"2KJ6KUMADP",22,113885,74136,352,95,2,14.65,12,0.12,"PhD","Full-time","Married","Yes","Yes","Auto","Yes",0
"96DFH39UVJ",52,58866,179464,419,36,4,9.19,24,0.44,"PhD","Self-employed","Divorced","Yes","Yes","Auto","No",0
"R9YDT4JIQR",41,54389,212120,549,52,1,22.89,48,0.22,"Bachelor's","Part-time","Married","No","Yes","Auto","No",0
"POP8Z7UDC0",32,135959,98215,687,49,4,3.76,12,0.75,"High School","Full-time","Married","Yes","No","Education","No",0
"IGGX2P7O9D",30,138021,196727,512,45,3,5.42,48,0.73,"Bachelor's","Unemployed","Married","Yes","Yes","Education","Yes",0
"SO3Q6Q9XPQ",62,78074,95547,717,114,3,8.62,36,0.52,"Bachelor's","Part-time","Divorced","Yes","Yes","Education","No",0
"V76R9WWM67",34,70948,160279,772,68,4,7.85,24,0.31,"Master's","Part-time","Married","No","Yes","Business","Yes",0
"IEJO0PAUB4",40,141598,210834,801,108,1,13.53,24,0.65,"Bachelor's","Full-time","Married","Yes","Yes","Auto","No",0
"MKQDYHVE5Y",56,31754,245655,424,104,4,14.1,12,0.41,"Master's","Self-employed","Married","Yes","No","Home","Yes",0
"61NGJX7BJC",40,54920,41654,684,58,4,14.38,48,0.71,"PhD","Part-time","Married","No","Yes","Other","No",0
"6UVAVLY943",29,126074,115964,628,98,4,6.29,48,0.41,"Master's","Full-time","Married","Yes","Yes","Home","Yes",0
"V4THJCFY18",33,111820,83168,586,31,4,6.21,36,0.75,"Bachelor's","Self-employed","Divorced","Yes","No","Home","No",0
"RUPHUCQYIL",28,76203,222126,688,96,1,21.38,36,0.89,"Master's","Self-employed","Single","No","No","Education","Yes",0
"3966GLPNED",24,84250,120005,510,82,3,4.02,48,0.26,"High School","Unemployed","Divorced","No","Yes","Other","No",0
"ZPX76YT6VO",27,84623,101204,622,44,3,2.85,24,0.42,"Bachelor's","Self-employed","Married","No","Yes","Business","No",0
"A8BZABIY0Q",36,17942,12099,747,5,1,10.45,24,0.69,"Master's","Part-time","Divorced","Yes","No","Auto","Yes",0
"22UT7A9DM6",66,80414,194555,470,98,3,12.77,24,0.36,"Master's","Unemployed","Single","No","Yes","Auto","No",0
"ZG3WQTVNSG",49,52605,228913,701,78,3,12.8,12,0.76,"Bachelor's","Unemployed","Divorced","Yes","No","Business","No",0
"HG96P36SDX",55,23120,168796,722,35,4,6.56,36,0.72,"High School","Self-employed","Married","Yes","No","Other","Yes",0
"3NMBHX9JJ7",21,66195,42639,674,73,1,12.57,24,0.53,"High School","Unemployed","Married","Yes","Yes","Auto","No",0
"WOGYGQ56SS",68,28125,57163,382,82,3,8.76,60,0.2,"Master's","Self-employed","Married","No","Yes","Business","Yes",0
"8CAIVEFACZ",43,128192,224142,656,21,1,5.86,24,0.29,"Master's","Unemployed","Married","No","No","Other","No",0
"YJ1U66YW12",45,95236,206650,595,112,2,7.17,48,0.15,"Master's","Full-time","Married","Yes","No","Business","Yes",0
"2YYFK3E14J",56,125437,7663,848,75,4,10.03,24,0.6,"Master's","Part-time","Divorced","Yes","Yes","Auto","Yes",0
"6OFZ575COX",62,49104,20435,518,68,1,6.59,12,0.69,"PhD","Full-time","Single","Yes","Yes","Other","Yes",0
"25YW3BYWBF",49,61415,150814,472,100,2,24.11,60,0.59,"High School","Self-employed","Divorced","No","Yes","Business","No",0
"XBEZ8DYLR4",55,121941,233525,398,31,1,14.7,60,0.86,"High School","Full-time","Divorced","Yes","Yes","Education","No",0
"EAKBYLJ4LH",25,66194,126909,308,80,2,15.15,60,0.87,"Master's","Self-employed","Single","Yes","No","Education","Yes",0
"IX4G2XAKXX",47,103936,225472,811,71,4,14.65,24,0.74,"PhD","Unemployed","Married","No","No","Home","No",0
"RTYVV2B355",45,85838,199299,411,70,2,9.46,48,0.56,"Master's","Full-time","Married","No","Yes","Home","Yes",0
"RGNOBBWKWA",39,44625,173965,821,96,1,22.57,48,0.59,"High School","Self-employed","Married","No","Yes","Business","Yes",0
"GIROYHSH05",41,126602,188345,306,10,1,4.23,36,0.55,"Bachelor's","Part-time","Divorced","Yes","No","Business","No",0
"EPFP4WPEU5",18,26277,64522,640,62,3,5.22,36,0.58,"Master's","Full-time","Married","Yes","Yes","Business","Yes",0
"AIHVQ2IE9F",35,86917,161490,802,93,2,12.58,48,0.35,"High School","Unemployed","Married","Yes","Yes","Home","Yes",0
"QT4XPDX49X",62,58308,158225,616,13,1,19.08,36,0.5,"PhD","Part-time","Divorced","Yes","Yes","Home","No",0
"9RALEWODPU",49,31836,155269,528,43,4,8.22,24,0.44,"PhD","Self-employed","Divorced","No","No","Auto","No",0
"Z4A9C80VY7",41,102388,133901,649,86,3,4.2,60,0.24,"Bachelor's","Full-time","Married","Yes","No","Education","Yes",0
"SPQRGI1ROV",55,91056,175315,588,25,4,14.03,60,0.75,"Bachelor's","Part-time","Divorced","No","Yes","Business","Yes",0
"XG9F8HCJX6",46,20556,180307,329,94,2,7.89,48,0.56,"Master's","Self-employed","Single","No","No","Business","Yes",0
"PYLUWR8R2D",30,40721,77815,441,56,2,16.36,60,0.86,"High School","Full-time","Single","No","Yes","Education","No",0
"KH5IKYYQ4M",67,137790,111466,602,47,2,21.67,48,0.34,"Bachelor's","Part-time","Divorced","Yes","No","Other","No",0
"XO0FPH7OH9",53,107017,109293,592,14,4,15.97,60,0.13,"High School","Unemployed","Divorced","No","Yes","Education","No",0
"93B9D1H7E7",21,129067,243328,469,103,1,11.88,48,0.63,"Bachelor's","Unemployed","Divorced","Yes","No","Education","No",0
"M241R8FN8T",57,21557,175211,414,33,3,14,12,0.12,"High School","Self-employed","Single","No","Yes","Other","Yes",0
"CDWJLZI45D",69,21620,31379,578,101,4,3.5,60,0.63,"Bachelor's","Full-time","Divorced","No","No","Education","No",0
"1SA9M0KOUX",67,47689,102651,651,48,1,23.87,36,0.49,"High School","Unemployed","Divorced","Yes","No","Other","No",0
"DJ1UUM4LYC",24,27442,183620,564,88,1,10.41,60,0.89,"Master's","Full-time","Single","No","No","Other","No",0
"G4MDNG74ZN",19,44751,114834,461,100,1,22.54,24,0.32,"High School","Self-employed","Single","Yes","No","Home","No",0
"R2LN4RWDQ8",26,70343,118779,527,59,4,14.21,60,0.21,"High School","Self-employed","Single","Yes","No","Auto","Yes",0
"21G0A5I75T",63,108847,66792,770,115,2,17.62,36,0.89,"Master's","Full-time","Divorced","Yes","No","Education","No",0
"1ZLK7HHEUL",51,75005,161484,424,100,4,20.25,60,0.43,"Bachelor's","Self-employed","Single","Yes","No","Auto","Yes",0
"8LGZ74YZ0S",27,91835,238658,463,101,4,22.34,24,0.89,"High School","Part-time","Single","No","No","Home","Yes",0
"I6OF9O55QE",54,123362,23522,416,42,2,18.2,36,0.65,"Bachelor's","Unemployed","Divorced","Yes","No","Other","No",0
"RA4JASQRF7",37,51427,72864,323,90,4,8.42,60,0.77,"Master's","Self-employed","Married","No","No","Education","Yes",0
"BQXS38LGQZ",53,106506,166211,381,49,3,24.9,60,0.47,"Master's","Self-employed","Married","Yes","No","Business","No",0
"LEMG1T0OQY",26,130745,75541,774,112,3,2.9,48,0.3,"High School","Self-employed","Single","Yes","No","Education","Yes",0
